product_id,sku,product_name,brand,category,price,stock_qty,status,sales_this_month,condition,supplier,warranty_months,weight_kg,warehouse_location,description
253,ASU-MOT-00253,Asus Plus Motherboard,Asus,Motherboard,429,7,Low Stock,26,New,Prime Tech Wholesale,36,1.8,"Phoenix, AZ",High-quality motherboard from a trusted brand. Reliable performance and great value.
254,ASU-MOT-00254,Asus Elite Motherboard,Asus,Motherboard,399,7,Low Stock,46,New,Direct Source Electronics,24,1.94,"Phoenix, AZ",High-quality motherboard from a trusted brand. Reliable performance and great value.
255,ASU-LAP-00255,"Asus Yoga Laptop 16"" 1TB SSD",Asus,Laptop,2349,26,In Stock,17,Refurbished,Tech Distributors Inc,12,2.12,"Miami, FL",Premium ultrabook with stunning display and exceptional performance. Perfect for demanding tasks and multitasking.
256,ASU-MON-00256,Asus ThinkVision Monitor 144Hz IPS,Asus,Monitor,429,23,In Stock,23,Refurbished,Tech Distributors Inc,36,6.29,"Philadelphia, PA",Ultra-wide curved monitor for immersive experience. Excellent for multitasking and multimedia.
257,ASU-ROU-00257,Asus Archer Router Dual-band Mesh,Asus,Router,459,16,In Stock,20,New,Prime Tech Wholesale,12,1.7,"Houston, TX",Business-grade router with advanced security features. Perfect for small offices.
258,ASU-LAP-00258,Asus ZenBook Laptop 16GB 8GB,Asus,Laptop,779,149,In Stock,12,New,Direct Source Electronics,24,1.35,"Las Vegas, NV",Premium ultrabook with stunning display and exceptional performance. Perfect for demanding tasks and multitasking.
259,ASU-LAP-00259,"Asus ZenBook Laptop 16GB 16""",Asus,Laptop,2119,50,In Stock,3,New,Tech Distributors Inc,24,1.25,"New York, NY",Lightweight and portable laptop ideal for students and business travelers. Long battery life and excellent build quality.
260,ACE-LAP-00260,"Acer Air Laptop 16"" M1",Acer,Laptop,2869,16,In Stock,11,New,Direct Source Electronics,24,1.46,"Miami, FL","Powerful laptop perfect for professionals and content creators. Features high-performance processor, ample RAM, and fast SSD storage."
261,ACE-LAP-00261,Acer Elite Laptop i5 8GB,Acer,Laptop,2989,143,In Stock,13,New,Tech Distributors Inc,12,1.42,"Phoenix, AZ",Premium ultrabook with stunning display and exceptional performance. Perfect for demanding tasks and multitasking.
262,ACE-MON-00262,"Acer U Series Monitor 32"" 144Hz",Acer,Monitor,1459,5,Low Stock,21,Refurbished,Tech Distributors Inc,36,7.29,"Dallas, TX",High-resolution display with vibrant colors and wide viewing angles. Great for both work and entertainment.
263,ACE-LAP-00263,"Acer ThinkPad Laptop 512GB SSD 15.6""",Acer,Laptop,2239,34,In Stock,7,New,Direct Source Electronics,36,1.87,"New York, NY",Gaming-ready laptop with dedicated graphics and high refresh rate display. Built for performance enthusiasts.
264,ACE-MON-00264,"Acer UltraSharp Monitor QHD 34""",Acer,Monitor,459,135,In Stock,2,New,Prime Tech Wholesale,36,7.3,"Seattle, WA",Budget-friendly monitor with reliable performance. Good value for home office or general use.
265,ACE-DES-00265,Acer ROG Desktop 1TB SSD Ryzen 5,Acer,Desktop,759,35,In Stock,8,Refurbished,Prime Tech Wholesale,24,10.59,"Philadelphia, PA",Budget-friendly desktop for everyday tasks. Reliable performance for home or office use.
266,ACE-MON-00266,Acer ThinkVision Monitor FHD IPS,Acer,Monitor,1249,11,In Stock,20,New,Prime Tech Wholesale,24,5.73,"Denver, CO",Gaming monitor with fast response time and high refresh rate. Smooth gameplay and reduced motion blur.
267,ACE-PRO-00267,Acer Mini Projector,Acer,Projector,1919,48,In Stock,3,New,Global Electronics Supply,24,0.72,"San Antonio, TX",High-quality projector from a trusted brand. Reliable performance and great value.
268,ACE-DES-00268,Acer ROG Desktop 16GB i5,Acer,Desktop,639,148,In Stock,0,Refurbished,Tech Distributors Inc,36,9.88,"Phoenix, AZ",All-in-one desktop with sleek design and integrated display. Space-saving solution with great aesthetics.
269,ACE-MON-00269,Acer ROG Monitor VA 144Hz,Acer,Monitor,1339,111,In Stock,7,New,Prime Tech Wholesale,12,5.98,"Los Angeles, CA",Gaming monitor with fast response time and high refresh rate. Smooth gameplay and reduced motion blur.
270,ACE-PRO-00270,Acer Plus Projector,Acer,Projector,1899,13,In Stock,22,New,Prime Tech Wholesale,24,1.15,"New York, NY",High-quality projector from a trusted brand. Reliable performance and great value.
271,ACE-MON-00271,Acer P Series Monitor 4K 144Hz,Acer,Monitor,459,8,Low Stock,45,New,Global Electronics Supply,36,4.03,"Boston, MA",Gaming monitor with fast response time and high refresh rate. Smooth gameplay and reduced motion blur.
272,ACE-MON-00272,"Acer Predator Monitor 27"" FHD",Acer,Monitor,259,88,In Stock,4,New,Tech Distributors Inc,12,5.8,"Houston, TX",Professional-grade monitor with accurate color reproduction and ergonomic design. Perfect for creative work and productivity.
273,ACE-LAP-00273,Acer Spectre Laptop i5 Ryzen 5,Acer,Laptop,1589,27,In Stock,5,New,Direct Source Electronics,36,1.88,"Denver, CO",Gaming-ready laptop with dedicated graphics and high refresh rate display. Built for performance enthusiasts.
274,ACE-DES-00274,Acer ROG Desktop i9 Small Form Factor,Acer,Desktop,2149,63,In Stock,1,New,Direct Source Electronics,12,14.76,"Phoenix, AZ",Compact desktop PC perfect for office environments. Energy-efficient and quiet operation.
275,ACE-DES-00275,Acer ROG Desktop 1TB SSD Small Form Factor,Acer,Desktop,3139,90,In Stock,15,New,Direct Source Electronics,36,11.87,"Seattle, WA",All-in-one desktop with sleek design and integrated display. Space-saving solution with great aesthetics.
276,ACE-DES-00276,Acer OptiPlex Desktop Tower 512GB SSD,Acer,Desktop,1339,128,In Stock,15,New,Tech Distributors Inc,12,12.62,"Atlanta, GA",Compact desktop PC perfect for office environments. Energy-efficient and quiet operation.
277,ACE-DES-00277,Acer ROG Desktop Ryzen 5 32GB,Acer,Desktop,3299,86,In Stock,2,New,Global Electronics Supply,36,7.96,"Philadelphia, PA",Compact desktop PC perfect for office environments. Energy-efficient and quiet operation.
278,ACE-PRO-00278,Acer Pro Projector,Acer,Projector,1629,139,In Stock,1,New,Tech Distributors Inc,24,1.87,"Las Vegas, NV",High-quality projector from a trusted brand. Reliable performance and great value.
279,ACE-LAP-00279,Acer ZenBook Laptop M2 Ryzen 5,Acer,Laptop,1549,28,In Stock,15,New,Prime Tech Wholesale,36,1.64,"Denver, CO",Premium ultrabook with stunning display and exceptional performance. Perfect for demanding tasks and multitasking.
280,ACE-PRO-00280,Acer Mini Projector,Acer,Projector,1539,126,In Stock,10,New,Direct Source Electronics,12,1.5,"Boston, MA",High-quality projector from a trusted brand. Reliable performance and great value.
281,RAZ-MOU-00281,Razer Gaming Mouse Ergonomic Bluetooth,Razer,Mouse,39,37,In Stock,0,New,Tech Distributors Inc,36,0.28,"Phoenix, AZ",Precision mouse with programmable buttons and ergonomic design. Perfect for professionals and gamers.
282,RAZ-KEY-00282,Razer RGB Keyboard Ergonomic USB-C,Razer,Keyboard,79,65,In Stock,9,New,Prime Tech Wholesale,24,0.55,"New York, NY",Compact keyboard with quality construction and responsive keys. Space-saving design.
283,RAZ-KEY-00283,Razer Pro Keyboard USB-C Mechanical,Razer,Keyboard,139,107,In Stock,3,New,Tech Distributors Inc,12,0.62,"Philadelphia, PA",Ergonomic keyboard designed to reduce wrist strain. Great for extended typing sessions.
284,RAZ-HEA-00284,Razer Plus Headset,Razer,Headset,169,79,In Stock,1,New,Prime Tech Wholesale,12,0.68,"Seattle, WA",High-quality headset from a trusted brand. Reliable performance and great value.
285,RAZ-KEY-00285,Razer Wireless Keyboard Membrane Wireless,Razer,Keyboard,39,52,In Stock,4,New,Prime Tech Wholesale,36,0.68,"Dallas, TX",Budget-friendly keyboard with reliable performance. Good value for everyday use.
286,RAZ-LAP-00286,Razer ThinkPad Laptop M2 32GB,Razer,Laptop,2159,60,In Stock,1,New,Global Electronics Supply,36,1.43,"Houston, TX",Premium ultrabook with stunning display and exceptional performance. Perfect for demanding tasks and multitasking.
287,RAZ-LAP-00287,Razer Yoga Laptop i9 M3,Razer,Laptop,2379,21,In Stock,9,New,Tech Distributors Inc,24,2.47,"Philadelphia, PA",Budget-friendly laptop that doesn't compromise on quality. Great for everyday computing and entertainment.
288,RAZ-KEY-00288,Razer Mechanical Keyboard Mechanical Wireless,Razer,Keyboard,189,8,Low Stock,18,New,Tech Distributors Inc,36,1.18,"Denver, CO",Premium mechanical keyboard with tactile switches and customizable RGB lighting. Built for gamers and typists.
289,RAZ-HEA-00289,Razer Pro Headset,Razer,Headset,219,36,In Stock,1,New,Global Electronics Supply,24,1.74,"Atlanta, GA",High-quality headset from a trusted brand. Reliable performance and great value.
290,RAZ-HEA-00290,Razer Max Headset,Razer,Headset,179,100,In Stock,1,New,Global Electronics Supply,36,0.97,"Chicago, IL",High-quality headset from a trusted brand. Reliable performance and great value.
291,RAZ-HEA-00291,Razer Max Headset,Razer,Headset,169,13,In Stock,7,New,Global Electronics Supply,12,1.04,"San Antonio, TX",High-quality headset from a trusted brand. Reliable performance and great value.
292,RAZ-LAP-00292,"Razer ZenBook Laptop 14"" Ryzen 5",Razer,Laptop,1609,23,In Stock,18,New,Prime Tech Wholesale,12,1.31,"Dallas, TX","Powerful laptop perfect for professionals and content creators. Features high-performance processor, ample RAM, and fast SSD storage."
293,RAZ-KEY-00293,Razer MX Keys Keyboard Ergonomic Backlit,Razer,Keyboard,119,10,In Stock,14,New,Tech Distributors Inc,12,0.86,"Seattle, WA",Compact keyboard with quality construction and responsive keys. Space-saving design.
294,RAZ-LAP-00294,Razer Air Laptop 512GB SSD i7,Razer,Laptop,2869,84,In Stock,13,New,Direct Source Electronics,36,2.4,"Phoenix, AZ",Budget-friendly laptop that doesn't compromise on quality. Great for everyday computing and entertainment.
295,RAZ-HEA-00295,Razer Pro Headset,Razer,Headset,209,22,In Stock,22,New,Tech Distributors Inc,12,1.58,"Houston, TX",High-quality headset from a trusted brand. Reliable performance and great value.
296,RAZ-MOU-00296,Razer Ergonomic Mouse Programmable Ergonomic,Razer,Mouse,69,5,Low Stock,45,Refurbished,Prime Tech Wholesale,12,0.23,"Dallas, TX",Ergonomic mouse designed for comfort during extended use. Reduces hand fatigue.
297,RAZ-KEY-00297,Razer Wireless Keyboard Backlit USB-C,Razer,Keyboard,69,8,Low Stock,30,New,Direct Source Electronics,24,0.6,"Phoenix, AZ",Budget-friendly keyboard with reliable performance. Good value for everyday use.
298,RAZ-MOU-00298,Razer Gaming Mouse Bluetooth Wireless,Razer,Mouse,19,89,In Stock,11,New,Direct Source Electronics,12,0.24,"San Antonio, TX",Precision mouse with programmable buttons and ergonomic design. Perfect for professionals and gamers.
299,RAZ-LAP-00299,"Razer Pavilion Laptop i9 16""",Razer,Laptop,2739,23,In Stock,16,New,Tech Distributors Inc,36,1.85,"Miami, FL","Powerful laptop perfect for professionals and content creators. Features high-performance processor, ample RAM, and fast SSD storage."
300,RAZ-LAP-00300,Razer Air Laptop Ryzen 7 8GB,Razer,Laptop,1159,4,Low Stock,19,Refurbished,Tech Distributors Inc,24,1.39,"Chicago, IL","Powerful laptop perfect for professionals and content creators. Features high-performance processor, ample RAM, and fast SSD storage."
301,RAZ-KEY-00301,Razer Mechanical Keyboard USB-C Mechanical,Razer,Keyboard,99,144,In Stock,8,New,Direct Source Electronics,36,0.71,"Boston, MA",Ergonomic keyboard designed to reduce wrist strain. Great for extended typing sessions.
302,RAZ-KEY-00302,Razer MX Keys Keyboard USB-C RGB,Razer,Keyboard,129,5,Low Stock,18,New,Direct Source Electronics,12,0.64,"Houston, TX",Compact keyboard with quality construction and responsive keys. Space-saving design.
303,RAZ-KEY-00303,Razer Mechanical Keyboard USB-C Bluetooth,Razer,Keyboard,189,81,In Stock,0,New,Tech Distributors Inc,36,0.72,"Denver, CO",Compact keyboard with quality construction and responsive keys. Space-saving design.
304,RAZ-LAP-00304,Razer Spectre Laptop 32GB M1,Razer,Laptop,1729,9,Low Stock,19,New,Prime Tech Wholesale,12,2.17,"Houston, TX",Budget-friendly laptop that doesn't compromise on quality. Great for everyday computing and entertainment.
305,RAZ-MOU-00305,Razer MX Master Mouse RGB Ergonomic,Razer,Mouse,39,22,In Stock,8,New,Global Electronics Supply,36,0.19,"Dallas, TX",Wireless mouse with long battery life and smooth tracking. Great for everyday use.
306,RAZ-MOU-00306,Razer Pro Mouse RGB Bluetooth,Razer,Mouse,89,67,In Stock,15,New,Tech Distributors Inc,12,0.25,"Miami, FL",Portable travel mouse with compact design. Fits easily in laptop bag.
307,RAZ-HEA-00307,Razer Mini Headset,Razer,Headset,99,1,Low Stock,46,New,Direct Source Electronics,24,0.68,"Chicago, IL",High-quality headset from a trusted brand. Reliable performance and great value.
308,COR-SSD-00308,Corsair SanDisk SSD NVMe M.2,Corsair,SSD,339,24,In Stock,7,New,Global Electronics Supply,24,0.93,"Denver, CO",Portable external SSD for on-the-go storage. Compact and durable design.
309,COR-MEM-00309,Corsair Fury Memory 64GB 32GB,Corsair,Memory,129,147,In Stock,15,New,Direct Source Electronics,12,1.42,"Philadelphia, PA",Budget-friendly RAM for basic system upgrades. Improves multitasking performance.
310,COR-KEY-00310,Corsair Pro Keyboard Wireless Backlit,Corsair,Keyboard,109,73,In Stock,14,New,Global Electronics Supply,12,0.92,"Los Angeles, CA",Wireless keyboard with long battery life and comfortable typing experience. Perfect for productivity.
311,COR-MEM-00311,Corsair Ripjaws Memory 16GB 64GB,Corsair,Memory,269,149,In Stock,0,New,Prime Tech Wholesale,24,1.59,"Chicago, IL",High-performance RAM for gaming and content creation. Fast speeds and low latency.
312,COR-KEY-00312,Corsair RGB Keyboard USB-C RGB,Corsair,Keyboard,69,40,In Stock,13,New,Direct Source Electronics,36,1.08,"San Diego, CA",Wireless keyboard with long battery life and comfortable typing experience. Perfect for productivity.
313,COR-KEY-00313,Corsair Wireless Keyboard Wireless Backlit,Corsair,Keyboard,189,6,Low Stock,37,New,Prime Tech Wholesale,36,0.81,"Atlanta, GA",Budget-friendly keyboard with reliable performance. Good value for everyday use.
314,COR-MEM-00314,Corsair Ballistic Memory DDR4 32GB,Corsair,Memory,69,134,In Stock,3,New,Prime Tech Wholesale,12,0.84,"Seattle, WA",RGB memory with customizable lighting effects. Performance meets aesthetics.
315,COR-HEA-00315,Corsair Elite Headset,Corsair,Headset,279,141,In Stock,14,New,Prime Tech Wholesale,36,1.09,"San Diego, CA",High-quality headset from a trusted brand. Reliable performance and great value.
316,COR-SSD-00316,Corsair FireCuda SSD 500GB SATA,Corsair,SSD,269,62,In Stock,0,New,Tech Distributors Inc,36,0.8,"Las Vegas, NV",NVMe SSD with blazing fast read/write speeds. Ideal for demanding applications and large file transfers.
317,COR-MEM-00317,Corsair Fury Memory 4800MHz 32GB,Corsair,Memory,119,10,In Stock,8,New,Prime Tech Wholesale,36,0.77,"Las Vegas, NV",Budget-friendly RAM for basic system upgrades. Improves multitasking performance.
318,COR-KEY-00318,Corsair Pro Keyboard Mechanical RGB,Corsair,Keyboard,189,109,In Stock,13,New,Tech Distributors Inc,36,0.82,"Houston, TX",Premium mechanical keyboard with tactile switches and customizable RGB lighting. Built for gamers and typists.
319,COR-HEA-00319,Corsair Ultra Headset,Corsair,Headset,239,17,In Stock,25,New,Tech Distributors Inc,24,1.42,"Miami, FL",High-quality headset from a trusted brand. Reliable performance and great value.
320,COR-SSD-00320,Corsair Crucial SSD SATA 1TB,Corsair,SSD,99,21,In Stock,5,New,Global Electronics Supply,12,0.54,"New York, NY",Affordable SSD for budget-conscious upgrades. Good performance at a great price.
321,COR-SSD-00321,Corsair FireCuda SSD 1TB M.2,Corsair,SSD,219,20,In Stock,15,New,Tech Distributors Inc,36,1.47,"Miami, FL",NVMe SSD with blazing fast read/write speeds. Ideal for demanding applications and large file transfers.
322,COR-MEM-00322,Corsair Fury Memory 32GB 4800MHz,Corsair,Memory,259,147,In Stock,6,New,Global Electronics Supply,24,1.42,"Boston, MA",Reliable memory modules for system upgrades. Compatible with most motherboards.
323,COR-MOU-00323,Corsair Wireless Mouse Wireless RGB,Corsair,Mouse,79,15,In Stock,14,New,Prime Tech Wholesale,24,0.22,"Dallas, TX",Portable travel mouse with compact design. Fits easily in laptop bag.
324,COR-HEA-00324,Corsair Mini Headset,Corsair,Headset,209,33,In Stock,3,Refurbished,Direct Source Electronics,12,1.36,"Dallas, TX",High-quality headset from a trusted brand. Reliable performance and great value.
325,COR-SSD-00325,Corsair Crucial SSD NVMe External,Corsair,SSD,199,8,Low Stock,44,Refurbished,Global Electronics Supply,36,1.32,"Miami, FL",High-speed SSD for faster boot times and application loading. Significantly improves system performance.
326,COR-HEA-00326,Corsair Pro Headset,Corsair,Headset,189,124,In Stock,10,New,Global Electronics Supply,12,0.71,"Denver, CO",High-quality headset from a trusted brand. Reliable performance and great value.
327,COR-SSD-00327,Corsair WD Blue SSD SATA 250GB,Corsair,SSD,389,82,In Stock,2,New,Tech Distributors Inc,12,1.78,"San Diego, CA",NVMe SSD with blazing fast read/write speeds. Ideal for demanding applications and large file transfers.
328,COR-MEM-00328,Corsair Elite Memory 32GB DDR4,Corsair,Memory,189,79,In Stock,9,New,Direct Source Electronics,12,0.95,"Denver, CO",Reliable memory modules for system upgrades. Compatible with most motherboards.
329,COR-MEM-00329,Corsair Elite Memory 16GB 64GB,Corsair,Memory,199,7,Low Stock,47,New,Direct Source Electronics,36,1.84,"San Antonio, TX",Server-grade memory with ECC support. Built for reliability and data integrity.
330,COR-MOU-00330,Corsair Gaming Mouse Ergonomic High DPI,Corsair,Mouse,129,2,Low Stock,48,New,Global Electronics Supply,12,0.15,"Seattle, WA",Portable travel mouse with compact design. Fits easily in laptop bag.
331,COR-HEA-00331,Corsair Max Headset,Corsair,Headset,259,18,In Stock,15,Refurbished,Global Electronics Supply,12,0.93,"Denver, CO",High-quality headset from a trusted brand. Reliable performance and great value.
332,COR-SSD-00332,Corsair FireCuda SSD 1TB 4TB,Corsair,SSD,99,116,In Stock,2,New,Tech Distributors Inc,24,0.57,"Chicago, IL",NVMe SSD with blazing fast read/write speeds. Ideal for demanding applications and large file transfers.
333,COR-MOU-00333,Corsair G Series Mouse Laser Ergonomic,Corsair,Mouse,69,133,In Stock,15,Refurbished,Direct Source Electronics,24,0.14,"Denver, CO",Gaming mouse with adjustable DPI and customizable RGB lighting. Built for competitive gaming.
334,COR-MEM-00334,Corsair Vengeance Memory 3200MHz DDR5,Corsair,Memory,119,64,In Stock,3,New,Global Electronics Supply,12,0.71,"New York, NY",RGB memory with customizable lighting effects. Performance meets aesthetics.
335,SEA-SSD-00335,Seagate Crucial SSD 1TB 2TB,Seagate,SSD,199,19,In Stock,11,New,Global Electronics Supply,24,1.32,"Houston, TX",High-speed SSD for faster boot times and application loading. Significantly improves system performance.
336,SEA-HDD-00336,Seagate Elite HDD,Seagate,HDD,179,134,In Stock,4,New,Global Electronics Supply,24,0.82,"Seattle, WA",High-quality hdd from a trusted brand. Reliable performance and great value.
337,SEA-SSD-00337,Seagate EVO SSD External 500GB,Seagate,SSD,59,109,In Stock,6,New,Direct Source Electronics,24,1.57,"Houston, TX",NVMe SSD with blazing fast read/write speeds. Ideal for demanding applications and large file transfers.
338,SEA-HDD-00338,Seagate Pro HDD,Seagate,HDD,199,143,In Stock,13,New,Prime Tech Wholesale,24,1.46,"Los Angeles, CA",High-quality hdd from a trusted brand. Reliable performance and great value.
339,SEA-EXT-00339,Seagate Max External Drive,Seagate,External Drive,139,119,In Stock,15,New,Tech Distributors Inc,36,1.53,"Seattle, WA",High-quality external drive from a trusted brand. Reliable performance and great value.
340,SEA-HDD-00340,Seagate Plus HDD,Seagate,HDD,219,143,In Stock,4,New,Prime Tech Wholesale,36,0.72,"Philadelphia, PA",High-quality hdd from a trusted brand. Reliable performance and great value.
341,SEA-EXT-00341,Seagate Max External Drive,Seagate,External Drive,239,139,In Stock,10,New,Direct Source Electronics,36,0.95,"San Diego, CA",High-quality external drive from a trusted brand. Reliable performance and great value.
342,SEA-SSD-00342,Seagate SanDisk SSD 500GB 4TB,Seagate,SSD,479,70,In Stock,5,New,Global Electronics Supply,24,1.05,"Philadelphia, PA",Reliable SSD with excellent endurance. Perfect for system drive or game storage.
343,SEA-EXT-00343,Seagate Max External Drive,Seagate,External Drive,179,34,In Stock,13,New,Global Electronics Supply,36,1.93,"San Antonio, TX",High-quality external drive from a trusted brand. Reliable performance and great value.
344,SEA-SSD-00344,Seagate FireCuda SSD 250GB NVMe,Seagate,SSD,419,1,Low Stock,36,New,Tech Distributors Inc,24,0.74,"San Diego, CA",Reliable SSD with excellent endurance. Perfect for system drive or game storage.
345,SEA-HDD-00345,Seagate Ultra HDD,Seagate,HDD,159,9,Low Stock,36,New,Global Electronics Supply,12,0.64,"Seattle, WA",High-quality hdd from a trusted brand. Reliable performance and great value.
346,SEA-SSD-00346,Seagate SanDisk SSD 1TB 2TB,Seagate,SSD,279,32,In Stock,11,New,Global Electronics Supply,36,1.69,"Seattle, WA",NVMe SSD with blazing fast read/write speeds. Ideal for demanding applications and large file transfers.
347,SEA-EXT-00347,Seagate Ultra External Drive,Seagate,External Drive,149,144,In Stock,14,New,Global Electronics Supply,12,0.55,"San Diego, CA",High-quality external drive from a trusted brand. Reliable performance and great value.
348,SEA-HDD-00348,Seagate Pro HDD,Seagate,HDD,209,43,In Stock,14,New,Global Electronics Supply,24,1.6,"New York, NY",High-quality hdd from a trusted brand. Reliable performance and great value.
349,SEA-SSD-00349,Seagate Crucial SSD External NVMe,Seagate,SSD,339,96,In Stock,7,New,Tech Distributors Inc,36,1.11,"Los Angeles, CA",Affordable SSD for budget-conscious upgrades. Good performance at a great price.
350,SEA-EXT-00350,Seagate Mini External Drive,Seagate,External Drive,249,20,In Stock,8,New,Direct Source Electronics,36,1.34,"New York, NY",High-quality external drive from a trusted brand. Reliable performance and great value.
351,SEA-SSD-00351,Seagate SanDisk SSD SATA 500GB,Seagate,SSD,409,85,In Stock,14,New,Prime Tech Wholesale,36,1.73,"Dallas, TX",NVMe SSD with blazing fast read/write speeds. Ideal for demanding applications and large file transfers.
352,SEA-EXT-00352,Seagate Pro External Drive,Seagate,External Drive,289,75,In Stock,3,New,Prime Tech Wholesale,24,1.32,"Los Angeles, CA",High-quality external drive from a trusted brand. Reliable performance and great value.
353,SEA-SSD-00353,Seagate FireCuda SSD External 2TB,Seagate,SSD,219,40,In Stock,2,New,Tech Distributors Inc,36,1.72,"Dallas, TX",High-speed SSD for faster boot times and application loading. Significantly improves system performance.
354,SEA-SSD-00354,Seagate EVO SSD 250GB 500GB,Seagate,SSD,549,1,Low Stock,17,New,Global Electronics Supply,12,1.3,"Las Vegas, NV",High-speed SSD for faster boot times and application loading. Significantly improves system performance.
355,SEA-HDD-00355,Seagate Pro HDD,Seagate,HDD,79,40,In Stock,15,New,Direct Source Electronics,24,1.12,"Dallas, TX",High-quality hdd from a trusted brand. Reliable performance and great value.
356,SEA-HDD-00356,Seagate Pro HDD,Seagate,HDD,209,106,In Stock,14,New,Tech Distributors Inc,24,1.11,"Phoenix, AZ",High-quality hdd from a trusted brand. Reliable performance and great value.
357,SEA-EXT-00357,Seagate Mini External Drive,Seagate,External Drive,69,62,In Stock,6,New,Global Electronics Supply,36,0.95,"San Diego, CA",High-quality external drive from a trusted brand. Reliable performance and great value.
358,SEA-EXT-00358,Seagate Mini External Drive,Seagate,External Drive,119,28,In Stock,9,New,Prime Tech Wholesale,24,1.14,"San Diego, CA",High-quality external drive from a trusted brand. Reliable performance and great value.
359,SEA-EXT-00359,Seagate Elite External Drive,Seagate,External Drive,69,83,In Stock,11,New,Prime Tech Wholesale,24,0.67,"Chicago, IL",High-quality external drive from a trusted brand. Reliable performance and great value.
360,SEA-HDD-00360,Seagate Plus HDD,Seagate,HDD,139,58,In Stock,5,New,Tech Distributors Inc,36,1.67,"Philadelphia, PA",High-quality hdd from a trusted brand. Reliable performance and great value.
361,SEA-HDD-00361,Seagate Mini HDD,Seagate,HDD,189,36,In Stock,11,Refurbished,Tech Distributors Inc,36,1.03,"New York, NY",High-quality hdd from a trusted brand. Reliable performance and great value.
362,SEA-HDD-00362,Seagate Max HDD,Seagate,HDD,209,29,In Stock,10,New,Tech Distributors Inc,24,1.47,"Boston, MA",High-quality hdd from a trusted brand. Reliable performance and great value.
363,SEA-SSD-00363,Seagate Crucial SSD External 4TB,Seagate,SSD,109,145,In Stock,14,New,Direct Source Electronics,36,0.53,"Los Angeles, CA",Affordable SSD for budget-conscious upgrades. Good performance at a great price.
364,SEA-SSD-00364,Seagate FireCuda SSD SATA 4TB,Seagate,SSD,399,2,Low Stock,46,New,Global Electronics Supply,24,1.12,"San Diego, CA",Reliable SSD with excellent endurance. Perfect for system drive or game storage.
365,WD-EXT-00365,WD Plus External Drive,WD,External Drive,99,11,In Stock,24,New,Tech Distributors Inc,24,1.57,"Atlanta, GA",High-quality external drive from a trusted brand. Reliable performance and great value.
366,WD-SSD-00366,WD SanDisk SSD SATA M.2,WD,SSD,329,26,In Stock,21,Refurbished,Prime Tech Wholesale,24,1.02,"Las Vegas, NV",NVMe SSD with blazing fast read/write speeds. Ideal for demanding applications and large file transfers.
367,WD-EXT-00367,WD Ultra External Drive,WD,External Drive,259,98,In Stock,4,New,Global Electronics Supply,36,1.06,"New York, NY",High-quality external drive from a trusted brand. Reliable performance and great value.
368,WD-HDD-00368,WD Elite HDD,WD,HDD,199,6,Low Stock,34,New,Prime Tech Wholesale,12,1.07,"Dallas, TX",High-quality hdd from a trusted brand. Reliable performance and great value.
369,WD-SSD-00369,WD FireCuda SSD 2TB 500GB,WD,SSD,259,122,In Stock,6,New,Tech Distributors Inc,24,0.53,"Philadelphia, PA",NVMe SSD with blazing fast read/write speeds. Ideal for demanding applications and large file transfers.
370,WD-HDD-00370,WD Ultra HDD,WD,HDD,99,17,In Stock,6,New,Prime Tech Wholesale,12,0.85,"New York, NY",High-quality hdd from a trusted brand. Reliable performance and great value.
371,WD-HDD-00371,WD Mini HDD,WD,HDD,149,10,In Stock,22,New,Direct Source Electronics,36,1.81,"Dallas, TX",High-quality hdd from a trusted brand. Reliable performance and great value.
372,WD-HDD-00372,WD Mini HDD,WD,HDD,159,26,In Stock,12,New,Direct Source Electronics,24,1.74,"New York, NY",High-quality hdd from a trusted brand. Reliable performance and great value.
373,WD-EXT-00373,WD Plus External Drive,WD,External Drive,239,14,In Stock,19,Refurbished,Global Electronics Supply,12,1.2,"San Antonio, TX",High-quality external drive from a trusted brand. Reliable performance and great value.
374,WD-SSD-00374,WD Crucial SSD External 250GB,WD,SSD,359,22,In Stock,20,New,Tech Distributors Inc,36,1.85,"San Diego, CA",NVMe SSD with blazing fast read/write speeds. Ideal for demanding applications and large file transfers.
375,WD-HDD-00375,WD Max HDD,WD,HDD,89,9,Low Stock,21,New,Prime Tech Wholesale,36,0.91,"San Antonio, TX",High-quality hdd from a trusted brand. Reliable performance and great value.
376,WD-SSD-00376,WD WD Blue SSD 500GB SATA,WD,SSD,359,150,In Stock,7,New,Direct Source Electronics,12,1.18,"Atlanta, GA",Reliable SSD with excellent endurance. Perfect for system drive or game storage.
377,WD-EXT-00377,WD Elite External Drive,WD,External Drive,209,84,In Stock,15,New,Tech Distributors Inc,12,1.59,"Atlanta, GA",High-quality external drive from a trusted brand. Reliable performance and great value.
378,WD-SSD-00378,WD SanDisk SSD 500GB 1TB,WD,SSD,319,138,In Stock,9,New,Prime Tech Wholesale,12,1.29,"Las Vegas, NV",High-speed SSD for faster boot times and application loading. Significantly improves system performance.
379,WD-EXT-00379,WD Elite External Drive,WD,External Drive,239,143,In Stock,15,New,Global Electronics Supply,36,1.51,"Boston, MA",High-quality external drive from a trusted brand. Reliable performance and great value.
380,WD-EXT-00380,WD Ultra External Drive,WD,External Drive,229,8,Low Stock,33,Refurbished,Tech Distributors Inc,24,1.61,"New York, NY",High-quality external drive from a trusted brand. Reliable performance and great value.
